name, accident, accident_maxdev, max_dev, attack_start_from_init, aggr_start_from_init, accident_from_init, attack_start_from_init_time, aggr_start_from_init_time, accident_time, attack_duration, success_attack_duration, crash_x, crash_y, spoofed_gps_x, spoofed_gps_y, pos_diff, start_time_x, start_time_y
attack-lhs_3748_3761_0.3_1.1, 1, 2.407268, 477.782296, 51, 64, 9191, 0.5000, 0.6300, 91.9000, 91.2700, 91.2700, 458.6089, 35.4294, 456.5727, 42.2530, 7.1209, 51.0100, 50.9900
attack-lhs_3749_3762_0.3_1.1, 1, 2.445072, 159.502899, 52, 65, 10117, 0.5100, 0.6400, 101.1600, 100.5200, 100.5200, 458.4109, 35.4391, 454.7425, 47.7068, 12.8044, 52.0100, 51.9900
attack-lhs_3750_3762_0.3_1.1, 1, 2.410592, 167.761136, 53, 65, 10048, 0.5200, 0.6400, 100.4700, 99.8300, 99.8300, 458.4060, 35.4741, 454.9392, 47.0679, 12.1010, 53.0000, 52.9900
attack-lhs_3751_3785_0.3_1.1, 1, 2.411116, 21.782080, 54, 88, 11379, 0.5300, 0.8700, 113.7800, 112.9100, 112.9100, 458.4207, 35.4763, 456.6365, 41.4767, 6.2600, 54.0100, 53.9900
attack-lhs_3752_3795_0.3_1.1, 1, 2.433962, 257.729858, 55, 98, 13316, 0.5400, 0.9700, 133.1500, 132.1800, 132.1800, 458.4140, 35.4522, 455.0287, 46.8010, 11.8429, 55.0000, 54.9900
attack-lhs_3753_3785_0.3_1.1, 1, 2.420866, 19.732622, 56, 88, 11416, 0.5500, 0.8700, 114.1500, 113.2800, 113.2800, 458.4204, 35.4696, 456.5925, 41.6146, 6.4112, 56.0000, 55.9900
attack-lhs_3754_3762_0.3_1.1, 1, 2.426321, 53.470291, 57, 65, 10114, 0.5600, 0.6400, 101.1300, 100.4900, 100.4900, 458.4051, 35.4570, 454.7501, 47.6794, 12.7572, 57.0100, 56.9900
attack-lhs_3755_3785_0.3_1.1, 1, 2.413587, 92.996713, 58, 88, 11389, 0.5700, 0.8700, 113.8800, 113.0100, 113.0100, 458.4223, 35.4746, 456.6263, 41.5145, 6.3012, 58.0100, 57.9800
attack-lhs_3756_3796_0.3_1.1, 1, 2.461564, 262.133208, 59, 99, 14653, 0.5800, 0.9800, 146.5200, 145.5400, 145.5400, 463.5740, 37.4348, 449.5752, 67.3584, 33.0361, 59.0100, 58.9900
attack-lhs_3757_3774_0.3_1.1, 1, 2.414768, 112.739904, 60, 77, 10240, 0.5900, 0.7600, 102.3900, 101.6300, 101.6300, 458.4085, 35.4704, 456.6535, 41.3366, 6.1232, 60.0100, 59.9900
attack-lhs_3758_3784_0.3_1.1, 1, 2.444883, 27.208432, 61, 87, 11359, 0.6000, 0.8600, 113.5800, 112.7200, 112.7200, 458.4285, 35.4426, 456.5483, 41.7664, 6.5973, 61.0100, 60.9900
attack-lhs_3759_3785_0.3_1.1, 1, 2.408164, 25.461300, 62, 88, 10518, 0.6100, 0.8700, 105.1700, 104.3000, 104.3000, 458.4107, 35.4676, 457.2358, 39.3993, 4.1036, 62.0100, 61.9900
attack-lhs_3760_3785_0.3_1.1, 1, 2.422569, 63.365069, 63, 88, 11744, 0.6200, 0.8700, 117.4300, 116.5600, 116.5600, 458.4063, 35.4622, 456.1592, 43.0069, 7.8722, 63.0100, 62.9900
attack-lhs_3761_3785_0.3_1.1, 1, 2.421553, 81.377360, 64, 88, 11372, 0.6300, 0.8700, 113.7100, 112.8400, 112.8400, 458.4230, 35.4658, 456.6435, 41.4509, 6.2441, 64.0100, 63.9900
attack-lhs_3762_3786_0.3_1.1, 1, 2.409453, 310.612658, 65, 89, 11374, 0.6400, 0.8800, 113.7300, 112.8500, 112.8500, 458.4197, 35.4775, 456.7407, 41.1244, 5.8913, 65.0000, 64.9900
attack-lhs_3763_3782_0.3_1.1, 1, 2.409814, 346.017141, 66, 85, 11359, 0.6500, 0.8400, 113.5800, 112.7400, 112.7400, 458.4185, 35.4763, 456.2998, 42.6022, 7.4343, 66.0100, 65.9900
attack-lhs_3764_3781_0.3_1.1, 1, 2.407773, 57.196618, 67, 84, 10498, 0.6600, 0.8300, 104.9700, 104.1400, 104.1400, 458.4128, 35.4649, 457.0257, 40.1060, 4.8440, 67.0100, 66.9900
attack-lhs_3765_3781_0.3_1.1, 1, 2.405412, 58.214796, 68, 84, 10485, 0.6700, 0.8300, 104.8400, 104.0100, 104.0100, 458.4117, 35.4688, 457.0344, 40.0770, 4.8096, 68.0100, 67.9900
attack-lhs_3766_3781_0.3_1.1, 1, 2.405171, 32.802323, 69, 84, 10704, 0.6800, 0.8300, 107.0300, 106.2000, 106.2000, 458.3999, 35.4979, 456.8611, 40.6430, 5.3703, 69.0000, 68.9900
attack-lhs_3767_3781_0.3_1.1, 1, 2.414803, 47.653924, 70, 84, 10707, 0.6900, 0.8300, 107.0600, 106.2300, 106.2300, 458.4031, 35.4875, 456.8592, 40.6497, 5.3881, 70.0100, 69.9900
attack-lhs_3768_3785_0.3_1.1, 1, 2.437332, 19.021672, 71, 88, 11353, 0.7000, 0.8700, 113.5200, 112.6500, 112.6500, 458.4259, 35.4496, 456.6614, 41.3838, 6.1909, 71.0100, 70.9900
attack-lhs_3769_3785_0.3_1.1, 1, 2.416942, 62.773375, 72, 88, 11376, 0.7100, 0.8700, 113.7500, 112.8800, 112.8800, 458.4220, 35.4705, 456.6395, 41.4655, 6.2545, 72.0100, 71.9900
attack-lhs_3770_3782_0.3_1.1, 1, 2.442859, 12.299355, 73, 85, 11370, 0.7200, 0.8400, 113.6900, 112.8500, 112.8500, 458.4288, 35.4452, 456.2855, 42.6541, 7.5207, 73.0100, 72.9900
attack-lhs_3771_3778_0.3_1.1, 1, 2.405703, 54.505352, 74, 81, 10597, 0.7300, 0.8000, 105.9600, 105.1600, 105.1600, 458.4151, 35.4706, 456.7059, 41.1895, 5.9689, 74.0000, 73.9900
attack-lhs_3772_3780_0.3_1.1, 1, 2.407281, 28.811038, 75, 83, 10518, 0.7400, 0.8200, 105.1700, 104.3500, 104.3500, 458.4105, 35.4684, 456.9394, 40.3911, 5.1377, 75.0100, 74.9900
attack-lhs_3773_3785_0.3_1.1, 1, 2.408095, 24.827315, 76, 88, 10668, 0.7500, 0.8700, 106.6700, 105.8000, 105.8000, 458.4066, 35.4929, 457.1568, 39.6720, 4.3620, 76.0100, 75.9900
attack-lhs_3774_3784_0.3_1.1, 1, 2.438011, 30.767161, 77, 87, 11349, 0.7600, 0.8600, 113.4800, 112.6200, 112.6200, 458.4255, 35.4487, 456.5584, 41.7285, 6.5515, 77.0100, 76.9900
attack-lhs_3775_3785_0.3_1.1, 1, 2.410307, 27.176571, 78, 88, 11360, 0.7700, 0.8700, 113.5900, 112.7200, 112.7200, 458.4187, 35.4758, 456.6549, 41.4080, 6.1889, 78.0000, 77.9900
attack-lhs_3776_3785_0.3_1.1, 1, 2.425449, 169.496644, 79, 88, 11358, 0.7800, 0.8700, 113.5700, 112.7000, 112.7000, 458.4228, 35.4612, 456.6568, 41.4011, 6.1968, 79.0100, 78.9900
attack-lhs_3777_3786_0.3_1.1, 1, 2.433855, 61.075868, 80, 89, 11355, 0.7900, 0.8800, 113.5400, 112.6600, 112.6600, 458.4249, 35.4530, 456.7570, 41.0629, 5.8527, 80.0100, 79.9900
attack-lhs_3778_3785_0.3_1.1, 1, 2.406877, 19.169876, 81, 88, 11360, 0.8000, 0.8700, 113.5900, 112.7200, 112.7200, 458.4177, 35.4791, 456.6549, 41.4080, 6.1854, 81.0100, 80.9900
attack-lhs_3779_3785_0.3_1.1, 1, 2.430657, 24.818744, 82, 88, 11379, 0.8100, 0.8700, 113.7800, 112.9100, 112.9100, 458.4263, 35.4575, 456.6365, 41.4767, 6.2796, 82.0100, 81.9900
attack-lhs_3780_3785_0.3_1.1, 1, 2.405426, 31.854661, 83, 88, 10523, 0.8200, 0.8700, 105.2200, 104.3500, 104.3500, 458.4105, 35.4708, 457.2341, 39.4074, 4.1086, 83.0000, 82.9900
attack-lhs_3781_3795_0.3_1.1, 1, 2.463774, 234.876090, 84, 98, 13212, 0.8300, 0.9700, 132.1100, 131.1400, 131.1400, 458.4154, 35.4384, 455.2737, 45.9657, 10.9860, 84.0000, 83.9900
attack-lhs_3782_3796_0.3_1.1, 1, 2.413278, 281.699447, 85, 99, 13316, 0.8400, 0.9800, 133.1500, 132.1700, 132.1700, 458.4081, 35.4720, 455.2732, 45.9813, 10.9669, 85.0100, 84.9900
attack-lhs_3783_3794_0.3_1.1, 1, 2.408467, 264.299237, 86, 97, 12195, 0.8500, 0.9600, 121.9400, 120.9800, 120.9800, 458.4039, 35.4726, 456.7019, 41.1890, 5.9643, 86.0100, 85.9900
attack-lhs_3784_3794_0.3_1.1, 1, 2.406876, 241.494146, 87, 97, 12189, 0.8600, 0.9600, 121.8800, 120.9200, 120.9200, 458.4036, 35.4744, 456.7081, 41.1684, 5.9411, 87.0100, 86.9900
attack-lhs_3785_3794_0.3_1.1, 1, 2.412492, 270.394656, 88, 97, 12182, 0.8700, 0.9600, 121.8100, 120.8500, 120.8500, 458.4050, 35.4692, 456.7153, 41.1449, 5.9219, 88.0100, 87.9900
attack-lhs_3786_3796_0.3_1.1, 1, 2.410555, 239.461370, 89, 99, 12348, 0.8800, 0.9800, 123.4700, 122.4900, 122.4900, 458.4133, 35.4778, 456.7505, 41.0416, 5.8070, 89.0100, 88.9900
attack-lhs_3787_3794_0.3_1.1, 1, 2.406023, 37.737226, 90, 97, 12612, 0.8900, 0.9600, 126.1100, 125.1500, 125.1500, 458.4141, 35.4740, 456.2126, 42.8501, 7.6977, 90.0000, 89.9900
attack-lhs_3788_3798_0.3_1.1, 1, 2.416772, 254.600546, 91, 101, 11477, 0.9000, 1.0000, 114.7600, 113.7600, 113.7600, 458.4145, 35.4890, 457.3742, 38.9780, 3.6407, 91.0000, 90.9900
attack-lhs_3789_3799_0.3_1.1, 1, 2.415280, 9.370484, 92, 102, 11499, 0.9100, 1.0100, 114.9800, 113.9700, 113.9700, 458.4141, 35.4956, 457.3989, 38.9004, 3.5529, 92.0100, 91.9900
attack-lhs_3790_3794_0.3_1.1, 1, 2.411885, 274.740707, 93, 97, 11420, 0.9200, 0.9600, 114.1900, 113.2300, 113.2300, 458.4175, 35.4781, 457.2458, 39.4179, 4.1104, 93.0100, 92.9900
attack-lhs_3791_3795_0.3_1.1, 1, 2.409529, 231.997491, 94, 98, 11441, 0.9300, 0.9700, 114.4000, 113.4300, 113.4300, 458.4136, 35.4842, 457.2756, 39.3019, 3.9837, 94.0100, 93.9900
attack-lhs_3792_3799_0.3_1.1, 1, 2.407913, 15.204116, 95, 102, 11608, 0.9400, 1.0100, 116.0700, 115.0600, 115.0600, 458.4018, 35.4973, 457.3533, 39.0144, 3.6700, 95.0000, 94.9900
attack-lhs_3793_3799_0.3_1.1, 1, 2.406969, 239.881803, 96, 102, 11495, 0.9500, 1.0100, 114.9400, 113.9300, 113.9300, 458.4114, 35.5029, 457.4000, 38.8953, 3.5400, 96.0100, 95.9900
attack-lhs_3794_3797_0.3_1.1, 1, 2.411274, 15.428856, 97, 100, 11526, 0.9600, 0.9900, 115.2500, 114.2600, 114.2600, 458.4083, 35.4951, 457.3161, 39.1584, 3.8227, 97.0100, 96.9900
attack-lhs_3795_3813_0.3_1.1, 1, 2.406054, 4.325595, 98, 116, 13724, 0.9700, 1.1500, 137.2300, 136.0800, 136.0800, 458.4091, 35.4782, 457.0089, 40.1761, 4.9021, 98.0100, 97.9900
attack-lhs_3796_3814_0.3_1.1, 1, 2.422500, 75.865111, 99, 117, 13829, 0.9800, 1.1600, 138.2800, 137.1200, 137.1200, 458.4078, 35.4681, 457.0006, 40.1934, 4.9304, 99.0100, 98.9900
attack-lhs_3797_3809_0.3_1.1, 1, 2.418602, 168.932670, 100, 112, 13604, 0.9900, 1.1100, 136.0300, 134.9200, 134.9200, 458.4089, 35.4673, 456.7856, 40.9107, 5.6802, 100.0000, 99.9900
attack-lhs_3798_3803_0.3_1.1, 1, 2.412864, 166.229908, 101, 106, 12210, 1.0000, 1.0500, 122.0900, 121.0400, 121.0400, 458.4030, 35.4703, 457.2779, 39.2493, 3.9429, 101.0000, 100.9900
attack-lhs_3799_3809_0.3_1.1, 1, 2.406408, 164.536776, 102, 112, 13744, 1.0100, 1.1100, 137.4300, 136.3200, 136.3200, 458.4085, 35.4825, 456.6595, 41.3566, 6.1290, 102.0000, 101.9900
attack-lhs_3800_3809_0.3_1.1, 1, 2.420697, 172.054571, 103, 112, 13630, 1.0200, 1.1100, 136.2900, 135.1800, 135.1800, 458.4132, 35.4617, 456.7671, 40.9826, 5.7611, 103.0100, 102.9900
attack-lhs_3801_3814_0.3_1.1, 1, 2.412000, 160.462787, 104, 117, 13785, 1.0300, 1.1600, 137.8400, 136.6800, 136.6800, 458.4094, 35.4804, 457.0348, 40.0965, 4.8164, 104.0100, 103.9900
attack-lhs_3802_3814_0.3_1.1, 1, 2.414118, 72.632674, 105, 117, 13725, 1.0400, 1.1600, 137.2400, 136.0800, 136.0800, 458.4113, 35.4707, 457.0731, 39.9608, 4.6853, 105.0100, 104.9900
attack-lhs_3803_3823_0.3_1.1, 1, 2.410985, 182.552535, 106, 126, 14779, 1.0500, 1.2500, 147.7800, 146.5300, 146.5300, 468.5889, 40.4965, 465.2794, 44.3003, 5.0420, 106.0100, 105.9900
attack-lhs_3804_3823_0.3_1.1, 1, 2.413416, 186.039729, 107, 126, 14776, 1.0600, 1.2500, 147.7500, 146.5000, 146.5000, 468.4623, 40.3947, 465.1858, 44.2202, 5.0369, 107.0100, 106.9900
attack-lhs_3805_3813_0.3_1.1, 1, 2.413607, 160.213606, 108, 116, 13700, 1.0700, 1.1500, 136.9900, 135.8400, 135.8400, 458.4137, 35.4646, 457.0262, 40.1170, 4.8548, 108.0100, 107.9900
attack-lhs_3806_3823_0.3_1.1, 1, 2.407300, 218.241418, 109, 126, 14804, 1.0800, 1.2500, 148.0300, 146.7800, 146.7800, 469.6398, 41.3843, 466.0500, 45.0108, 5.1028, 109.0100, 108.9900
attack-lhs_3807_3812_0.3_1.1, 1, 2.411527, 168.113365, 110, 115, 13724, 1.0900, 1.1400, 137.2300, 136.0900, 136.0900, 458.4107, 35.4729, 456.9377, 40.4153, 5.1572, 110.0100, 109.9900
attack-lhs_3808_3814_0.3_1.1, 1, 2.406282, 82.225946, 111, 117, 13732, 1.1000, 1.1600, 137.3100, 136.1500, 136.1500, 458.4087, 35.4797, 457.0690, 39.9766, 4.6922, 111.0100, 110.9900
attack-lhs_3809_3814_0.3_1.1, 1, 2.413917, 4.489876, 112, 117, 13754, 1.1100, 1.1600, 137.5300, 136.3700, 136.3700, 458.4103, 35.4768, 457.0557, 40.0265, 4.7471, 112.0100, 111.9900
attack-lhs_3810_3814_0.3_1.1, 1, 2.409011, 80.770723, 113, 117, 13711, 1.1200, 1.1600, 137.1000, 135.9400, 135.9400, 458.4103, 35.4724, 457.0813, 39.9296, 4.6512, 113.0100, 112.9900
attack-lhs_3811_3823_0.3_1.1, 1, 2.417869, 220.877265, 114, 126, 14790, 1.1300, 1.2500, 147.8900, 146.6400, 146.6400, 469.0614, 40.8680, 465.6219, 44.6026, 5.0771, 114.0100, 113.9900
attack-lhs_3812_3822_0.3_1.1, 1, 2.409815, 180.020850, 115, 125, 14814, 1.1400, 1.2400, 148.1300, 146.8900, 146.8900, 470.0574, 41.7646, 466.1608, 45.5062, 5.4022, 115.0100, 114.9900
attack-lhs_3813_3822_0.3_1.1, 1, 2.421653, 217.477199, 116, 125, 14816, 1.1500, 1.2400, 148.1500, 146.9100, 146.9100, 470.1491, 41.8350, 466.2208, 45.5685, 5.4195, 116.0000, 115.9900
attack-lhs_3814_3823_0.3_1.1, 1, 2.406288, 209.194695, 117, 126, 14820, 1.1600, 1.2500, 148.1900, 146.9400, 146.9400, 470.3045, 42.0032, 466.5416, 45.5070, 5.1416, 117.0100, 116.9900
attack-lhs_3815_3823_0.3_1.1, 1, 2.411869, 188.548193, 118, 126, 14778, 1.1700, 1.2500, 147.7700, 146.5200, 146.5200, 468.5469, 40.4624, 465.2482, 44.2735, 5.0404, 118.0100, 117.9900
attack-lhs_3816_3847_0.3_1.1, 0, 2.411869, 2.051422, 119, 150, 1, 1.1800, 1.4900, 0.0000, 339.5000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3817_3821_0.3_1.1, 1, 2.415937, 182.863494, 120, 124, 14930, 1.1900, 1.2300, 149.2900, 148.0600, 148.0600, 474.4391, 47.2122, 469.1172, 50.1782, 6.0926, 120.0100, 119.9800
attack-lhs_3818_3829_0.3_1.1, 1, 2.406413, 11.369413, 121, 132, 14984, 1.2000, 1.3100, 149.8300, 148.5200, 148.5200, 476.1009, 50.3658, 472.2066, 51.9699, 4.2117, 121.0000, 120.9900
attack-lhs_3819_3832_0.3_1.1, 1, 2.405852, 8.494740, 122, 135, 15458, 1.2100, 1.3400, 154.5700, 153.2300, 153.2300, 473.0933, 87.6980, 468.5977, 87.1040, 4.5347, 122.0100, 121.9900
attack-lhs_3820_3843_0.3_1.1, 0, 2.405852, 0.610968, 123, 146, 1, 1.2200, 1.4500, 0.0000, 339.5400, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3821_3847_0.3_1.1, 0, 2.405852, 2.050768, 124, 150, 1, 1.2300, 1.4900, 0.0000, 339.5000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3822_3843_0.3_1.1, 1, 2.407217, 2.975766, 125, 146, 16519, 1.2400, 1.4500, 165.1800, 163.7300, 163.7300, 447.7635, 201.1746, 443.3432, 200.5753, 4.4608, 125.0100, 124.9900
attack-lhs_3823_3847_0.3_1.1, 0, 2.407217, 2.050933, 126, 150, 1, 1.2500, 1.4900, 0.0000, 339.5000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3824_3827_0.3_1.1, 0, 2.407217, 0.632159, 127, 130, 1, 1.2600, 1.2900, 0.0000, 339.7000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3825_3830_0.3_1.1, 1, 2.405357, 10.305844, 128, 133, 15228, 1.2700, 1.3200, 152.2700, 150.9500, 150.9500, 477.4131, 68.2174, 472.9530, 67.8476, 4.4754, 128.0100, 127.9900
attack-lhs_3826_3974_0.3_1.1, 0, 2.405357, 1.257693, 129, 277, 1, 1.2800, 2.7600, 0.0000, 338.2300, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8700, 128.9900
attack-lhs_3827_3830_0.3_1.1, 1, 2.406299, 10.306906, 130, 133, 15215, 1.2900, 1.3200, 152.1400, 150.8200, 150.8200, 477.5710, 67.2102, 473.1307, 66.8892, 4.4519, 130.0100, 129.9900
attack-lhs_3828_3846_0.3_1.1, 0, 2.406299, 2.250906, 131, 149, 1, 1.3000, 1.4800, 0.0000, 339.5100, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3829_3843_0.3_1.1, 1, 2.407332, 2.976458, 132, 146, 16519, 1.3100, 1.4500, 165.1800, 163.7300, 163.7300, 447.7636, 201.1746, 443.3432, 200.5753, 4.4609, 132.0100, 131.9900
attack-lhs_3830_3846_0.3_1.1, 0, 2.407332, 2.251803, 133, 149, 1, 1.3200, 1.4800, 0.0000, 339.5100, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3831_3846_0.3_1.1, 0, 2.407332, 2.263111, 134, 149, 1, 1.3300, 1.4800, 0.0000, 339.5100, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3832_3847_0.3_1.1, 0, 2.407332, 2.052296, 135, 150, 1, 1.3400, 1.4900, 0.0000, 339.5000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3833_3843_0.3_1.1, 1, 2.405298, 2.977219, 136, 146, 16518, 1.3500, 1.4500, 165.1700, 163.7200, 163.7200, 447.7822, 201.0874, 443.3657, 200.4888, 4.4570, 136.0000, 135.9900
attack-lhs_3834_3847_0.3_1.1, 0, 2.405298, 2.051641, 137, 150, 1, 1.3600, 1.4900, 0.0000, 339.5000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3835_3848_0.3_1.1, 0, 2.405298, 1.870439, 138, 151, 1, 1.3700, 1.5000, 0.0000, 339.4900, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3836_3848_0.3_1.1, 0, 2.405298, 1.870914, 139, 151, 1, 1.3800, 1.5000, 0.0000, 339.4900, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3837_3846_0.3_1.1, 0, 2.405298, 2.251327, 140, 149, 1, 1.3900, 1.4800, 0.0000, 339.5100, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3838_3846_0.3_1.1, 0, 2.405298, 2.250385, 141, 149, 1, 1.4000, 1.4800, 0.0000, 339.5100, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3839_3846_0.3_1.1, 0, 2.405298, 2.250318, 142, 149, 1, 1.4100, 1.4800, 0.0000, 339.5100, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3840_3846_0.3_1.1, 0, 2.405298, 2.251723, 143, 149, 1, 1.4200, 1.4800, 0.0000, 339.5100, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3841_3843_0.3_1.1, 1, 2.405184, 2.975899, 144, 146, 16518, 1.4300, 1.4500, 165.1700, 163.7200, 163.7200, 447.7821, 201.0874, 443.3657, 200.4888, 4.4568, 144.0100, 143.9900
attack-lhs_3842_3848_0.3_1.1, 0, 2.405184, 1.870805, 145, 151, 1, 1.4400, 1.5000, 0.0000, 339.4900, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8600, 340.0500
attack-lhs_3843_3974_0.3_1.1, 0, 2.405184, 1.257456, 146, 277, 1, 1.4500, 2.7600, 0.0000, 338.2300, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 339.8500, 145.9900
attack-lhs_3844_3974_0.3_1.1, 0, 2.405184, 1.257734, 147, 277, 1, 1.4600, 2.7600, 0.0000, 338.2300, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 147.0100, 146.9900
attack-lhs_3845_3974_0.3_1.1, 0, 2.405184, 1.257682, 148, 277, 1, 1.4700, 2.7600, 0.0000, 338.2300, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 148.0100, 147.9900
attack-lhs_3846_3974_0.3_1.1, 0, 2.405184, 1.257722, 149, 277, 1, 1.4800, 2.7600, 0.0000, 338.2300, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 149.0100, 148.9900
attack-lhs_3847_3974_0.3_1.1, 0, 2.405184, 1.257711, 150, 277, 1, 1.4900, 2.7600, 0.0000, 338.2300, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 150.0100, 149.9800
attack-lhs_3848_3974_0.3_1.1, 0, 2.405184, 1.257684, 151, 277, 1, 1.5000, 2.7600, 0.0000, 338.2300, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 151.0100, 340.1200
attack-lhs_3849_3974_0.3_1.1, 0, 2.405184, 1.257693, 152, 277, 1, 1.5100, 2.7600, 0.0000, 338.2300, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 152.0100, 340.0300
attack-lhs_3850_3974_0.3_1.1, 0, 2.405184, 1.257473, 153, 277, 1, 1.5200, 2.7600, 0.0000, 338.2300, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 153.0100, 153.0100
attack-lhs_3851_3974_0.3_1.1, 0, 2.405184, 1.257803, 154, 277, 1, 1.5300, 2.7600, 0.0000, 338.2300, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 154.0100, 154.0000
attack-lhs_3852_3974_0.3_1.1, 0, 2.405184, 1.257529, 155, 277, 1, 1.5400, 2.7600, 0.0000, 338.2300, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 155.0100, 155.0000
attack-lhs_3853_3974_0.3_1.1, 0, 2.405184, 1.255579, 156, 277, 1, 1.5500, 2.7600, 0.0000, 338.2300, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 156.0100, 156.0000
